index,article_id,article_span,span_start,span_end,tAnger,tFear,tJoy,tSadness,tValence,tEmotion,tEmotionScore,tSentiment,tSentimentScore,label
811,706501640,could mutate and become untreatable.,568,604,0.397,0.417,0.242,0.394,0.438,fear,4,negative,-1,Repetition
812,706501640,he fears that it could evolve into something far more dangerous,742,805,0.461,0.593,0.195,0.444,0.352,fear,6,negative,-1,Repetition
813,706501640,"it  '  s a real worry that it mutates and become untreatable,  """,1110,1168,0.426,0.624,0.153,0.493,0.362,fear,6,negative,-1,Repetition
814,706501640,devastated,1321,1331,0.552,0.697,0.11,0.777,0.219,sadness,8,very negative,-2,Loaded_Language
815,706501640,difficult at best,1527,1544,0.37,0.542,0.313,0.522,0.522,joy,3,positive,1,Loaded_Language
816,706501640,Become Untreatable As It Spreads Globally,31,72,0.361,0.485,0.284,0.392,0.459,fear,5,negative,-1,Appeal_to_fear-prejudice
817,706501640,evolve into something far more dangerous,765,805,0.442,0.48,0.21,0.396,0.334,fear,5,negative,-1,Appeal_to_fear-prejudice
818,706501640,already been put on alert,1689,1714,0.467,0.364,0.292,0.443,0.421,anger,5,negative,-1,Appeal_to_fear-prejudice
819,706600938,meaning he hasn  '  t bothered to do any serious investigation beyond a few Google searches.,557,646,0.447,0.377,0.192,0.353,0.364,anger,4,negative,-1,Doubt
820,706600938,our neo-Catholic friends,2803,2827,0.255,0.257,0.377,0.304,0.557,joy,4,positive,1,"Name_Calling,Labeling"
821,706600938,"And what inference might one draw from the coincidence that Saint Francis  '   prophecy of a future   ""  destroyer  ""   in the papal office seems to correspond rather well with the pontificate of the only Pope who has taken Francis  '   name as his own?",5924,6161,0.4,0.43,0.243,0.349,0.499,no specific emotion,0,neutral,0,Doubt
822,706600938,"innovators who wish to dismantle the Sacred Chapel, destroy the universal flame of the Church, reject her ornaments and make her feel remorse for her historical past.",1083,1250,0.495,0.456,0.182,0.422,0.379,anger,5,negative,-1,Loaded_Language
823,706600938,"Christians will search in vain for the red lamp where God awaits them.
Like Mary Magdalene, weeping before the empty tomb",1429,1550,0.412,0.464,0.213,0.48,0.389,sadness,5,negative,-1,Loaded_Language
824,706600938,"t what he claimed were factual errors elsewhere in the Roche biography.
But he had no evidence that the quotation as such was a fabrication.
He simply wished that it was so.",2617,2791,0.413,0.393,0.217,0.399,0.39,anger,4,negative,-1,Doubt
825,706600938,an astonishing prophecy,2904,2927,0.38,0.404,0.437,0.45,0.522,joy,4,positive,1,Loaded_Language
826,706600938,"Let  '  s give our neo-Catholic friends another   ""  apocryphal  ""   quotation to dismiss out of hand.",2792,2882,0.48,0.353,0.219,0.397,0.432,anger,5,negative,-1,Loaded_Language
827,706600938,"the malice of the wicked will increase.
The devils will have unusual power; the immaculate purity of our Order, and of others, will be so much obscured that there will be very few Christians who obey the true Supreme Pontiff and the Roman Church with loyal ears and perfect charity.",3393,3676,0.473,0.409,0.208,0.314,0.481,no specific emotion,0,neutral,0,Loaded_Language
828,706600938,"""  Those who persevere in their fervor and adhere to virtue with love and zeal for the truth, will suffer injuries and persecutions as rebels and schismatics",4323,4478,0.335,0.328,0.298,0.402,0.535,joy,3,positive,1,Loaded_Language
829,706600938,phony quotations of the saint.,5527,5558,0.385,0.301,0.278,0.379,0.494,no specific emotion,0,neutral,0,Loaded_Language
830,706600938,That question answers itself.,7698,7728,0.372,0.398,0.224,0.49,0.403,sadness,5,negative,-1,Thought-terminating_Cliches
831,706600938,"Act bravely, my brethren; take courage and trust in the Lord",3137,3197,0.152,0.212,0.456,0.262,0.631,joy,5,positive,1,Appeal_to_Authority
832,706636401,"WTF video  """,3353,3363,0.719,0.54,0.243,0.576,0.272,anger,7,very negative,-2,Loaded_Language
833,706636401,"the fact remains that the official story has been proven, time and time again, to be absolutely false and in fact nothing more than a pathetic attempt at a cover-up.",3802,3968,0.5,0.434,0.268,0.506,0.364,sadness,5,negative,-1,Doubt
834,706636401,"Amazingly,",992,1002,0.329,0.235,0.635,0.256,0.689,joy,6,positive,1,Doubt
835,706636401,"strobes  ""   it remains unlikely",2911,2939,0.461,0.474,0.262,0.497,0.362,sadness,5,negative,-1,Doubt
836,706636401,While we may never know,3724,3747,0.327,0.501,0.396,0.416,0.557,joy,4,positive,1,Doubt
837,706636401,a pathetic attempt,3934,3952,0.482,0.476,0.188,0.618,0.311,sadness,6,negative,-1,Loaded_Language
838,706661242,the Diversity dogs,95,113,0.301,0.294,0.334,0.354,0.52,no specific emotion,0,neutral,0,"Name_Calling,Labeling"
839,706661242,the history chart-toppers,1316,1342,0.285,0.309,0.307,0.366,0.508,no specific emotion,0,neutral,0,"Name_Calling,Labeling"
840,706661242,generally libertarian,150,171,0.371,0.381,0.328,0.446,0.473,sadness,4,negative,-1,"Name_Calling,Labeling"
841,706777811,A   '  Ticking Time Bomb  '   Ready To Decimate The World,58,107,0.507,0.524,0.249,0.428,0.398,fear,5,negative,-1,"Name_Calling,Labeling"
842,706777811,"""  worst outbreak in 50 years.  """,567,596,0.481,0.545,0.254,0.488,0.373,fear,5,negative,-1,Appeal_to_Authority
843,706777811,"""  worst outbreak in 50 years.  """,567,596,0.481,0.545,0.254,0.488,0.373,fear,5,negative,-1,"Exaggeration,Minimisation"
844,706777811,high alert,807,817,0.441,0.478,0.246,0.449,0.353,fear,5,negative,-1,Loaded_Language
845,706777811,could mutate and become untreatable,1118,1153,0.394,0.387,0.279,0.386,0.445,anger,4,negative,-1,Appeal_to_Authority
846,706777811,"""  Black Death  """,1893,1906,0.499,0.54,0.192,0.5,0.385,fear,5,negative,-1,"Name_Calling,Labeling"
847,706777811,some have warned the plague outbreak will certainly spread to the region.,3126,3199,0.487,0.629,0.17,0.487,0.336,fear,6,negative,-1,Appeal_to_Authority
848,706777811,chilling warning,3256,3272,0.429,0.472,0.26,0.507,0.339,sadness,5,negative,-1,Loaded_Language
849,706777811,"""  I believe that it  '  s 100 percent likely that plague will arrive in the UK once more",3493,3577,0.478,0.62,0.245,0.484,0.388,fear,6,negative,-1,Appeal_to_Authority
850,706777811,"saying it  '  s   ""  only a matter of time  ""   before the disease arrives on British soil.",3302,3381,0.445,0.576,0.213,0.444,0.413,fear,6,negative,-1,Repetition
851,706777811,warned it is inevitable that the plague will spread,3389,3440,0.448,0.612,0.149,0.488,0.354,fear,6,negative,-1,Repetition
852,706777811,"""  I believe that it  '  s 100 percent likely that plague will arrive in the UK once more  -  it  '  s just a question of   '  when  '  , not   '  if  '  .",3493,3621,0.467,0.603,0.186,0.448,0.36,fear,6,negative,-1,Repetition
853,706777811,Black Death,0,11,0.542,0.5,0.181,0.517,0.319,anger,5,negative,-1,"Name_Calling,Labeling"
854,706777811,warning that an outbreak could occur at any time,819,867,0.394,0.574,0.231,0.408,0.408,fear,6,negative,-1,Appeal_to_fear-prejudice
855,706777811,experts fear,1049,1061,0.444,0.419,0.212,0.435,0.315,anger,4,negative,-1,Appeal_to_fear-prejudice
856,706777811,the plague will go beyond,1249,1274,0.465,0.542,0.22,0.496,0.372,fear,5,negative,-1,Appeal_to_fear-prejudice
857,706777811,"leave millions more vulnerable to the outbreak, and create a short supply",1408,1481,0.42,0.524,0.16,0.413,0.398,fear,5,negative,-1,Appeal_to_fear-prejudice
858,706777811,"If we don  '  t carry on doing stuff here, at one point something will happen and it will get out of our control and cause huge devastation all around the world",2451,2607,0.531,0.638,0.184,0.545,0.27,fear,6,very negative,-2,Appeal_to_fear-prejudice
859,706777811,disease will spread globally,2654,2682,0.39,0.608,0.252,0.466,0.44,fear,6,negative,-1,Appeal_to_fear-prejudice
860,706777811,"it  '  s just a question of   '  when  '  , not   '  if  '",3580,3620,0.35,0.364,0.219,0.358,0.432,fear,4,negative,-1,Appeal_to_fear-prejudice
861,706777811,a ticking time bomb that  '  s waiting to decimate the world,3687,3743,0.555,0.611,0.222,0.514,0.384,fear,6,negative,-1,Appeal_to_fear-prejudice
862,707451080,"truly disgusting,",563,580,0.663,0.559,0.306,0.613,0.2,anger,7,very negative,-2,Loaded_Language
863,707451080,completely and utterly out of control.,698,737,0.467,0.584,0.368,0.514,0.354,fear,6,negative,-1,Loaded_Language
864,707451080,We have no choice but to clean up our government because the rest of the world is laughing at us.,1723,1821,0.534,0.446,0.23,0.473,0.389,anger,5,negative,-1,Appeal_to_fear-prejudice
865,707451080,"She left, she found another job",4462,4493,0.408,0.382,0.337,0.451,0.471,sadness,5,negative,-1,Repetition
866,707451080,"Weinstein-level  ""   predatory behavior",4664,4699,0.401,0.394,0.292,0.39,0.458,anger,4,negative,-1,"Name_Calling,Labeling"
867,707451080,"Weinstein-level  ""   sexual assault",4789,4821,0.494,0.497,0.264,0.495,0.387,fear,5,negative,-1,"Name_Calling,Labeling"
868,707451080,"deeply disturbing,",259,277,0.561,0.605,0.264,0.624,0.259,sadness,6,very negative,-2,Loaded_Language
869,707451080,and once people truly understand how deep the corruaption runs I believe that they will get motivated to finally drain the swamp once and for all.,351,497,0.401,0.445,0.32,0.424,0.461,fear,4,negative,-1,Appeal_to_fear-prejudice
870,707451080,corrupt career politicians,662,688,0.466,0.413,0.117,0.474,0.386,sadness,5,negative,-1,"Name_Calling,Labeling"
871,707451080,"the men   ""  have no self-control.  """,1306,1337,0.437,0.432,0.305,0.418,0.405,anger,4,negative,-1,Loaded_Language
872,707451080,"sex trade on Capitol Hill.  """,1629,1656,0.39,0.418,0.286,0.386,0.456,fear,4,negative,-1,Slogans
873,707451080,The American people are not going to put up with this any longer.,1657,1723,0.544,0.447,0.158,0.486,0.287,anger,5,very negative,-2,Flag-Waving
874,707451080,"Are you going to be a good girl?  """,2207,2240,0.265,0.332,0.399,0.333,0.558,joy,4,positive,1,Loaded_Language
875,707451080,"has exposed his genitals,",2249,2274,0.493,0.41,0.306,0.334,0.393,anger,5,negative,-1,Loaded_Language
876,707451080,"their private parts grabbed on the House floor.  """,2312,2360,0.468,0.474,0.341,0.433,0.404,fear,5,negative,-1,Loaded_Language
877,707451080,exposed his private parts to a female staffer,3497,3542,0.489,0.39,0.252,0.318,0.371,anger,5,negative,-1,Loaded_Language
878,707451080,and that goes double for someone that is supposed to be one of the leaders of our nation.,3987,4077,0.493,0.438,0.208,0.482,0.391,anger,5,negative,-1,Flag-Waving
879,707451080,completely naked.,4882,4899,0.365,0.438,0.417,0.37,0.462,fear,4,negative,-1,Loaded_Language
880,707451080,"would mess with every single woman or teen,  """,5035,5079,0.468,0.473,0.356,0.404,0.399,fear,5,negative,-1,"Exaggeration,Minimisation"
881,707451080,"would grope all of our wives and girlfriend  '  s asses.  """,5166,5220,0.444,0.384,0.396,0.401,0.456,anger,4,negative,-1,Loaded_Language
882,707451080,"would grope all of our wives and girlfriend  '  s asses.  """,5166,5219,0.444,0.384,0.396,0.401,0.456,anger,4,negative,-1,"Exaggeration,Minimisation"
883,707451080,"We are supposed to serve as an example to the rest of the world, and instead, we have become a bad joke.",5890,5994,0.522,0.476,0.194,0.552,0.335,sadness,6,negative,-1,Flag-Waving
884,707451080,Those that have been engaging in this sort of shameful behavior have got to go because we simply are not going to put up with it anymore.,5995,6133,0.589,0.538,0.157,0.591,0.234,sadness,6,very negative,-2,Appeal_to_fear-prejudice
885,707451080,it is time to take our government back from the corrupt career politicians that are completely and utterly out of control,614,735,0.524,0.507,0.198,0.445,0.368,anger,5,negative,-1,Flag-Waving
886,707451080,a bad joke,5983,5993,0.448,0.38,0.216,0.481,0.37,sadness,5,negative,-1,Loaded_Language
887,707566605,black death,154,165,0.541,0.5,0.181,0.517,0.318,anger,5,negative,-1,"Name_Calling,Labeling"
888,707566605,It Is   '  Inevitable  '   The Plague Becomes Resistant To Drugs,21,77,0.438,0.548,0.218,0.445,0.376,fear,5,negative,-1,Appeal_to_Authority
889,707566605,it  '  s inevitable that this bacterial infection,220,265,0.465,0.609,0.177,0.503,0.345,fear,6,negative,-1,Appeal_to_Authority
890,707566605,it  '  s inevitable that this bacterial infection,220,265,0.465,0.609,0.177,0.503,0.345,fear,6,negative,-1,Repetition
891,707566605,antibiotics resistance is inevitable,505,541,0.413,0.532,0.162,0.453,0.347,fear,5,negative,-1,Appeal_to_Authority
892,707566605,antibiotics resistance is inevitable,505,541,0.413,0.532,0.162,0.453,0.347,fear,5,negative,-1,Repetition
893,707566605,Madagascar  '  s healthcare system will be unable to cope if the deadly plague outbreak continues to escalate,752,857,0.519,0.715,0.141,0.557,0.25,fear,7,very negative,-2,Appeal_to_Authority
894,707566605,"the   ""  worst outbreak in 50 years",1222,1253,0.474,0.581,0.248,0.504,0.38,fear,6,negative,-1,"Exaggeration,Minimisation"
895,707566605,"the   ""  worst outbreak in 50 years",1222,1253,0.474,0.581,0.248,0.504,0.38,fear,6,negative,-1,Appeal_to_Authority
896,707566605,black death,1260,1271,0.541,0.5,0.181,0.517,0.318,anger,5,negative,-1,"Name_Calling,Labeling"
897,707566605,drug resistance is also an increasing concern,1385,1430,0.387,0.57,0.192,0.414,0.434,fear,6,negative,-1,Repetition
898,707566605,antibiotic resistance is more or less inevitable,1772,1820,0.353,0.428,0.252,0.372,0.448,fear,4,negative,-1,Repetition
899,707566605,making this disease much more terrifying,546,586,0.54,0.826,0.216,0.69,0.239,fear,8,very negative,-2,Appeal_to_fear-prejudice
900,707566605,"If that kicks in, the plague will be far, far scarier",1665,1718,0.49,0.626,0.264,0.473,0.459,fear,6,negative,-1,Appeal_to_fear-prejudice
901,707566605,making a global pandemic much more likely,2652,2693,0.375,0.547,0.319,0.387,0.475,fear,5,negative,-1,Appeal_to_fear-prejudice
902,707772906,feeding frenzy,2351,2365,0.406,0.47,0.34,0.364,0.42,fear,5,negative,-1,Loaded_Language
903,707772906,absolutely disgusting cesspool of filth and corruption.,5409,5465,0.697,0.621,0.176,0.658,0.168,anger,7,very negative,-2,Loaded_Language
904,707772906,very sick things,265,282,0.564,0.567,0.211,0.656,0.265,sadness,7,very negative,-2,Loaded_Language
905,707772906,shout my story to the world with a megaphone,1121,1166,0.306,0.282,0.498,0.382,0.612,joy,5,positive,1,"Exaggeration,Minimisation"
906,707772906,"As much as we may be appalled by some of the things that Al Franken has done, the truth is that there are far worse offenders in Washington",4042,4181,0.477,0.528,0.156,0.524,0.324,fear,5,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
907,707772906,"Weinstein-level  ""   behavior",4879,4904,0.404,0.374,0.324,0.402,0.486,no specific emotion,0,neutral,0,"Name_Calling,Labeling"
908,707772906,"If you agree, I hope that you will support my campaign and the campaigns of other anti-establishment candidates that want to clean up the halls of Congress",5174,5329,0.381,0.348,0.288,0.365,0.501,no specific emotion,0,neutral,0,Black-and-White_Fallacy
909,707772906,"If you agree, I hope that you will support my campaign and the campaigns of other anti-establishment candidates that want to clean up the halls of Congress",5174,5329,0.381,0.348,0.288,0.365,0.501,no specific emotion,0,neutral,0,Appeal_to_fear-prejudice
910,707772906,"sexual harassment is rampant in the halls of Congress  ""  ,",550,605,0.508,0.524,0.203,0.544,0.342,sadness,5,negative,-1,"Exaggeration,Minimisation"
911,707772906,"I felt violated all over again.
Embarrassed.
Belittled.
Humiliated.",906,973,0.626,0.743,0.129,0.727,0.123,fear,7,very negative,-2,Loaded_Language
912,707772906,I  '  m no longer afraid.,1363,1385,0.274,0.451,0.467,0.426,0.565,joy,5,positive,1,Slogans
913,707772906,completely unsatisfied,1705,1727,0.47,0.41,0.105,0.484,0.362,sadness,5,negative,-1,"Exaggeration,Minimisation"
914,707772906,very weak statement.,1743,1763,0.435,0.492,0.33,0.566,0.468,sadness,6,negative,-1,"Exaggeration,Minimisation"
915,707772906,entirely insufficient,1829,1850,0.478,0.46,0.299,0.506,0.413,sadness,5,negative,-1,"Exaggeration,Minimisation"
916,707772906,"Al Franken must be held accountable if our party wants to live up to our commitment to women & girls.  """,2221,2323,0.345,0.311,0.32,0.319,0.519,no specific emotion,0,neutral,0,Appeal_to_fear-prejudice
917,707772906,very creepy manner.,2626,2645,0.519,0.548,0.252,0.571,0.299,sadness,6,very negative,-2,Loaded_Language
918,707772906,drugging and raping CBS reporter Lesley Stahl.,3360,3406,0.453,0.405,0.318,0.369,0.396,anger,5,negative,-1,Loaded_Language
919,707772906,I take her to the closet and rape her.  ',3635,3674,0.515,0.514,0.289,0.484,0.352,anger,5,negative,-1,Loaded_Language
920,707772906,"fantasizing a machine would perform oral sex on him,",3916,3968,0.396,0.419,0.388,0.271,0.488,no specific emotion,0,neutral,0,Loaded_Language
921,707772906,and if even half of their allegations are true Clinton should be in prison for the rest of his life.,4652,4752,0.588,0.507,0.203,0.506,0.338,anger,6,negative,-1,Appeal_to_fear-prejudice
922,707772906,"There is a culture of corruption in Washington D.C., and we desperately need to drain the swamp.",5077,5174,0.538,0.625,0.102,0.545,0.244,fear,6,very negative,-2,Appeal_to_fear-prejudice
923,708071969,antibiotics resistance is inevitable,2372,2409,0.413,0.532,0.162,0.453,0.347,fear,5,negative,-1,Appeal_to_fear-prejudice
924,708071969,Black Death,7,18,0.542,0.5,0.181,0.517,0.319,anger,5,negative,-1,"Name_Calling,Labeling"
925,708071969,ESCAPING,32,40,0.387,0.432,0.261,0.492,0.401,sadness,5,negative,-1,Loaded_Language
926,708071969,"Patients in Madagascar who are currently suffering from the plague have   ""  escaped  ""   multiple hospitals",115,215,0.536,0.657,0.169,0.557,0.307,fear,7,negative,-1,Appeal_to_Authority
927,708071969,black death,422,433,0.541,0.5,0.181,0.517,0.318,anger,5,negative,-1,"Name_Calling,Labeling"
928,708071969,over fears of needles,228,249,0.45,0.766,0.17,0.612,0.291,fear,8,very negative,-2,Causal_Oversimplification
929,708071969,they are scared of needles,647,673,0.467,0.677,0.198,0.534,0.28,fear,7,very negative,-2,Causal_Oversimplification
930,708071969,escaped because they  '  re afraid of needles,804,845,0.459,0.642,0.238,0.488,0.406,fear,6,negative,-1,Causal_Oversimplification
931,708071969,black death,2021,2032,0.541,0.5,0.181,0.517,0.318,anger,5,negative,-1,"Name_Calling,Labeling"
932,708071969,it is only a matter of time before the plague becomes resistant to the antibiotics,1768,1850,0.43,0.532,0.214,0.425,0.383,fear,5,negative,-1,Appeal_to_Authority
933,708071969,people will become resistant to antibiotics.,2159,2203,0.36,0.502,0.133,0.422,0.378,fear,5,negative,-1,Appeal_to_Authority
934,708071969,antibiotics resistance is inevitable,2372,2408,0.413,0.532,0.162,0.453,0.347,fear,5,negative,-1,Repetition
935,708071969,Once the bacteria is resistant,2455,2485,0.323,0.504,0.343,0.441,0.554,joy,3,positive,1,Repetition
936,708071969,people will become resistant to antibiotics.,2159,2203,0.36,0.502,0.133,0.422,0.378,fear,5,negative,-1,Repetition
937,708071969,it is only a matter of time before the plague becomes resistant to the antibiotics,1768,1850,0.43,0.532,0.214,0.425,0.383,fear,5,negative,-1,Repetition
938,708071969,ESCAPING,32,40,0.387,0.432,0.261,0.492,0.401,sadness,5,negative,-1,Appeal_to_fear-prejudice
939,708071969,Officials Worry Plague Could Spread,78,113,0.509,0.605,0.227,0.553,0.38,fear,6,negative,-1,Appeal_to_fear-prejudice
940,708071969,shocking,300,308,0.529,0.622,0.17,0.615,0.318,fear,6,negative,-1,Loaded_Language
941,708071969,plague could spread even further with each confirmed case,1054,1111,0.481,0.612,0.236,0.496,0.297,fear,6,very negative,-2,Appeal_to_fear-prejudice
942,708071969,it is only a matter of time before the plague becomes resistant to the antibiotics,1768,1850,0.43,0.532,0.214,0.425,0.383,fear,5,negative,-1,Appeal_to_fear-prejudice
943,708071969,increasing the likelihood of global pandemic,2724,2768,0.382,0.545,0.312,0.416,0.485,no specific emotion,0,neutral,0,Appeal_to_fear-prejudice
944,708487008,Black Death,0,11,0.542,0.5,0.181,0.517,0.319,anger,5,negative,-1,"Name_Calling,Labeling"
945,708487008,the plague will never truly be gone,339,374,0.362,0.464,0.268,0.437,0.486,no specific emotion,0,neutral,0,Repetition
946,708487008,"the bacteria that causes plague is now so widespread in wildlife, that humans can  '  t do anything to get rid of it",602,714,0.541,0.571,0.227,0.482,0.314,fear,6,negative,-1,Appeal_to_Authority
947,708487008,It  '  s not possible to eradicate plague,820,857,0.491,0.472,0.169,0.52,0.298,sadness,5,very negative,-2,Repetition
948,708487008,black death,1735,1746,0.541,0.5,0.181,0.517,0.318,anger,5,negative,-1,"Name_Calling,Labeling"
949,708487008,The Plague Is Impossible To Eradicate,21,58,0.444,0.505,0.192,0.46,0.332,fear,5,negative,-1,Appeal_to_fear-prejudice
950,708487008,warning the plague that has sickened over 2000 people in Madagascar since August is impossible to eradicate,160,267,0.53,0.635,0.236,0.58,0.303,fear,6,negative,-1,Appeal_to_fear-prejudice
951,708487008,It  '  s not possible to eradicate plague,820,857,0.491,0.472,0.169,0.52,0.298,sadness,5,very negative,-2,Appeal_to_fear-prejudice
952,708487008,prepare for a black death attack,1721,1753,0.486,0.6,0.189,0.454,0.402,fear,6,negative,-1,Appeal_to_fear-prejudice
953,708561738,the epidemic of sexual harassment,897,930,0.492,0.593,0.168,0.564,0.33,fear,6,negative,-1,Loaded_Language
954,708561738,"How Do You Like Paying For Sexual Harassment Settlements from Your Congress, America?",0,86,0.446,0.398,0.227,0.397,0.42,anger,4,negative,-1,Flag-Waving
955,708561738,"How Do You Like Paying For Sexual Harassment Settlements from Your Congress, America?",87,173,0.446,0.398,0.227,0.397,0.42,anger,4,negative,-1,Flag-Waving
956,708561738,they aren  '  t pretty.,280,300,0.244,0.206,0.388,0.349,0.536,joy,4,positive,1,Loaded_Language
957,708561738,That money has come from the taxpayers of course.,792,842,0.4,0.213,0.331,0.33,0.547,joy,3,positive,1,Flag-Waving
958,708561738,"If such a law was instituted, I guarantee you that sexual harassment on Capitol Hill would come to a screeching halt.",1520,1638,0.496,0.498,0.226,0.429,0.379,fear,5,negative,-1,Appeal_to_fear-prejudice
959,708561738,"For many in Congress, having so many attractive young women around is one of the key benefits of the job.",1670,1775,0.198,0.261,0.516,0.226,0.684,joy,5,positive,1,Causal_Oversimplification
960,708561738,"the men   ""  have no self-control.  """,1968,1999,0.437,0.432,0.305,0.418,0.405,anger,4,negative,-1,Loaded_Language
961,708561738,the lawmakers with the worst reputations.,2062,2103,0.469,0.501,0.113,0.548,0.316,sadness,5,negative,-1,"Exaggeration,Minimisation"
962,708561738,"sex trade on Capitol Hill.  """,2291,2318,0.39,0.418,0.286,0.386,0.456,fear,4,negative,-1,Slogans
963,708561738,It isn  '  t going to stop until we boot out the corrupt career politicians that are engaging in this type of behavior.,2360,2475,0.525,0.506,0.189,0.439,0.37,anger,5,negative,-1,Appeal_to_fear-prejudice
964,708561738,"grassroots deplorables  """,2529,2552,0.411,0.46,0.271,0.489,0.436,sadness,5,negative,-1,"Name_Calling,Labeling"
965,708561738,"The American people have a right to know,",2919,2960,0.377,0.337,0.286,0.337,0.512,no specific emotion,0,neutral,0,Flag-Waving
966,708561738,screeching halt,1621,1636,0.567,0.505,0.33,0.521,0.331,anger,6,negative,-1,Loaded_Language
967,709732928,control,10768,10775,0.405,0.352,0.3,0.423,0.454,sadness,4,negative,-1,Repetition
968,709732928,control,10826,10833,0.405,0.352,0.3,0.423,0.454,sadness,4,negative,-1,Repetition
969,709732928,ugly,1428,1432,0.554,0.574,0.182,0.588,0.295,sadness,6,very negative,-2,Loaded_Language
970,709732928,very ugly,1811,1820,0.569,0.484,0.193,0.581,0.248,sadness,6,very negative,-2,Loaded_Language
971,709732928,bombshell,1957,1966,0.318,0.354,0.306,0.37,0.47,sadness,4,negative,-1,Loaded_Language
972,709732928,hostile,8532,8539,0.545,0.657,0.154,0.655,0.31,fear,7,negative,-1,Loaded_Language
973,709732928,American people,11982,11997,0.333,0.292,0.328,0.4,0.517,no specific emotion,0,neutral,0,Flag-Waving
974,709732928,very nervous,160,172,0.446,0.869,0.237,0.596,0.354,fear,9,negative,-1,Loaded_Language
975,709732928,remarkable,6464,6474,0.305,0.359,0.408,0.392,0.528,joy,4,positive,1,Loaded_Language
976,709732928,controlled,8158,8168,0.425,0.388,0.249,0.425,0.428,anger,4,negative,-1,Repetition
977,709732928,bad,8613,8616,0.0,0.0,0.0,0.0,0.0,no specific emotion,0,neutral,0,"Name_Calling,Labeling"
978,709732928,bad,8613,8616,0.0,0.0,0.0,0.0,0.0,no specific emotion,0,neutral,0,Loaded_Language
979,709732928,national security,10865,10882,0.341,0.393,0.248,0.402,0.492,no specific emotion,0,neutral,0,Flag-Waving
980,709732928,Bombshell,12,21,0.318,0.353,0.306,0.37,0.47,sadness,4,negative,-1,Loaded_Language
981,709732928,plot,2169,2173,0.408,0.449,0.256,0.456,0.43,sadness,5,negative,-1,Loaded_Language
982,709732928,huge,2583,2587,0.329,0.316,0.433,0.405,0.515,no specific emotion,0,neutral,0,Loaded_Language
983,709732928,American hero,7346,7359,0.291,0.284,0.411,0.33,0.598,joy,4,positive,1,Flag-Waving
984,709732928,devastating,7579,7590,0.536,0.642,0.123,0.694,0.252,sadness,7,very negative,-2,Loaded_Language
985,709732928,bad actor,8521,8530,0.474,0.399,0.175,0.494,0.291,sadness,5,very negative,-2,"Name_Calling,Labeling"
986,709732928,hostile regime,8532,8546,0.528,0.586,0.103,0.595,0.336,sadness,6,negative,-1,"Name_Calling,Labeling"
987,709732928,without a shred of doubt,10416,10440,0.375,0.458,0.363,0.374,0.485,no specific emotion,0,neutral,0,Repetition
988,709732928,without a shadow of a doubt,10525,10552,0.346,0.377,0.409,0.364,0.525,joy,4,positive,1,Repetition
989,709732928,without a doubt,10660,10675,0.336,0.295,0.406,0.361,0.533,joy,4,positive,1,Repetition
990,709732928,control,2177,2184,0.405,0.352,0.3,0.423,0.454,sadness,4,negative,-1,Repetition
991,709732928,control,3682,3689,0.405,0.352,0.3,0.423,0.454,sadness,4,negative,-1,Repetition
992,709732928,controlled,3732,3742,0.425,0.388,0.249,0.425,0.428,anger,4,negative,-1,Repetition
993,709732928,control,8491,8498,0.405,0.352,0.3,0.423,0.454,sadness,4,negative,-1,Repetition
994,709732928,control,9458,9465,0.405,0.352,0.3,0.423,0.454,sadness,4,negative,-1,Repetition
995,709732928,annoying,251,259,0.632,0.564,0.098,0.669,0.249,sadness,7,very negative,-2,Loaded_Language
996,709732928,bad actor,8521,8530,0.474,0.399,0.175,0.494,0.291,sadness,5,very negative,-2,Loaded_Language
997,710100700,"ERO has removed more than 1,700 foreign fugitives from the United States who were sought in their native countries for serious crimes, including kidnapping, rape and murder",1203,1375,0.537,0.575,0.212,0.514,0.372,fear,6,negative,-1,Appeal_to_fear-prejudice
998,710376094,potentially hazardous,505,526,0.367,0.44,0.28,0.314,0.489,no specific emotion,0,neutral,0,Repetition
999,710376094,a spectacular show,1996,2015,0.276,0.218,0.597,0.226,0.694,joy,6,positive,1,Loaded_Language
1000,711566593,There  '  s no other way you can coin it,1779,1815,0.376,0.33,0.338,0.382,0.534,joy,3,positive,1,Black-and-White_Fallacy
1001,711566593,"""  If this was a college student or Swedish kid would he be charged with murder?  """,3630,3710,0.448,0.536,0.285,0.432,0.406,fear,5,negative,-1,Doubt
1002,711566593,No Justice for Kate Steinle,0,27,0.485,0.459,0.199,0.615,0.282,sadness,6,very negative,-2,"Exaggeration,Minimisation"
1003,711566593,"including three immigrants,",254,281,0.432,0.429,0.31,0.447,0.458,sadness,4,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
1004,711566593,"they are themselves under investigation by a special prosecutor in Washington D.C. and they may soon avail themselves of the presumption of innocence beyond a reasonable doubt,",854,1030,0.426,0.458,0.342,0.391,0.43,fear,5,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
1005,711566593,"means to foment hate, to foment division and to foment a program of mass deportation,  """,1164,1250,0.533,0.54,0.151,0.467,0.348,fear,5,negative,-1,Loaded_Language
1006,711566593,"today is a day of vindication for the rights of immigrants.  """,1381,1442,0.383,0.358,0.389,0.428,0.546,joy,4,positive,1,Slogans
